"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"6252_at",0.138388865575666,5.83270075070111,4.27512093692201,2.34702377652553e-05,0.0230469911442218,2.41763407993097
"1506_at",0.091784537785478,6.53604316776464,4.26649292315515,2.43582089909996e-05,0.0231448984197751,2.38454856142726
"7155_at",-0.157343989030967,7.58572790997557,-4.25032107542586,2.61096712480381e-05,0.0231448984197751,2.32269972804479
"105371692_at",0.128999095525767,6.13069228447442,4.24943812634215,2.62086780583581e-05,0.0231448984197751,2.31932909977469
"107987136_at",0.296627152259422,5.75219185784955,4.24499285063978,2.67126021342324e-05,0.0231448984197751,2.30236914866109
"80094_at",0.10170290720555,6.36521136508034,4.23314229189124,2.81015747642084e-05,0.0236526940279661,2.25723543280753
"2140_at",0.102787626563136,7.30280135952616,4.18398655082903,3.46336718616378e-05,0.0283409260936664,2.07125730390823
"25979_at",0.0793766723193627,6.06145109319738,4.16673063870263,3.72522747783805e-05,0.0292612365082312,2.00644322207363
"4976_at",-0.145611494173906,6.82781157235068,-4.16361404275276,3.77448992604224e-05,0.0292612365082312,1.99476335840995
"10385_at",0.102490734079469,6.59210316340297,4.15553393458262,3.9051144345164e-05,0.0294976323401073,1.96451945815904
"83659_at",0.155235413161862,3.55709401797279,4.14025528797508,4.16396783740664e-05,0.0306665821305406,1.90747897405621
"122830_at",-0.084503928466666,6.67729305854344,-4.12047096050433,4.52349234338571e-05,0.0325018441326341,1.83390435441435
"400322_at",0.167637049948624,6.4926295772665,4.0868732262218,5.20263513533711e-05,0.0362488872656152,1.70970336156779
"286016_at",0.153082777280742,4.94223035489214,4.08280836564488,5.29108982796923e-05,0.0362488872656152,1.69474028894655
"6922_at",-0.165867754166962,6.49670259410116,-4.06405517525415,5.71801728877533e-05,0.0382834252977347,1.62588607958652
"55508_at",0.108771248840345,6.78262879286716,4.04318453594562,6.23159251656761e-05,0.0398939168910814,1.54960128669941
"5742_at",0.225165256470084,7.14206751202259,4.04204426846618,6.26087809716388e-05,0.0398939168910814,1.54544391047942
"25938_at",0.139035922597846,6.53929760530339,4.03168750905524,6.53292467551052e-05,0.0398939168910814,1.50773309915825
"1660_at",-0.0908854876844378,8.2889126427547,-4.01906504329144,6.87967377771085e-05,0.0398939168910814,1.46189327608277
"26136_at",-0.102946590027586,8.77120499320566,-4.01825696170715,6.90245740006216e-05,0.0398939168910814,1.45896316530472
"161253_at",0.120780055076761,7.38596193319262,4.01340188937341,7.04086004413566e-05,0.0398939168910814,1.44137009442861
"84519_at",0.100455982303161,6.67264536037629,4.00689626390793,7.23044879759335e-05,0.0398939168910814,1.41782682186767
"3192_at",-0.0853954646182599,8.82254820549215,-4.00219391801119,7.37049197912825e-05,0.0398939168910814,1.40083144087458
"644911_at",-0.116832459678412,6.35123575634601,-4.00052749574851,7.42073549191376e-05,0.0398939168910814,1.39481302827955
"10474_at",0.0649039762578663,7.86611926232699,3.9996353002172,7.44776907972965e-05,0.0398939168910814,1.39159174790122
"26071_at",0.0896383216520912,6.76152604985527,3.99962108199706,7.44820064839091e-05,0.0398939168910814,1.39154041826173
"84899_at",0.0977208157662742,6.33656238133138,3.98839845737087,7.79634657925282e-05,0.0410129596211087,1.35107791219414
"1497_at",0.0718048595554012,6.40776718881996,3.98031454018971,8.05663035667417e-05,0.0416386445047832,1.32199700289287
"85027_at",0.110155536437964,5.16962225500216,3.95336252654531,8.98525380990743e-05,0.045135027787294,1.22543508397108
"90231_at",0.0696449328142069,7.21754198914009,3.95186908510168,9.03956902627498e-05,0.045135027787294,1.22010224728432
"55314_at",0.148731037511064,5.01496642628804,3.94413523520135,9.32585710169514e-05,0.0457884040598062,1.19251579441984
"100507634_at",0.0819527383481208,6.037296291445,3.93619226178929,9.62881774866828e-05,0.0465008757472162,1.16423553743848
"11282_at",0.0926538099018178,6.84183281695505,3.92815739593508,9.94475558777913e-05,0.0472520249774815,1.13568187995669
"55824_at",-0.107647333387779,9.30917881017336,-3.91634027680658,0.000104273063960771,0.0487584157336564,1.09378547234538
"255488_at",0.119422724114421,8.78953641236816,3.90815305111092,0.000107745443691138,0.0488752205251883,1.06482716242253
"100288486_at",0.369626735393978,7.75596940089734,3.90793119391547,0.00010784104464297,0.0488752205251883,1.06404323359379
"84286_at",0.0562683412474258,7.3303769212274,3.90066402989821,0.000111017323491396,0.0495524141323189,1.03838766286957
"338692_at",0.0841253726214989,8.0594783201376,3.89678152923396,0.000112750350029622,0.0495748143510841,1.02469927749236
"643853_at",0.0985921842303125,6.91375870619253,3.87840947574869,0.000121304049399044,0.0516197404014816,0.960097316670832
"79587_at",0.0867933645048652,7.45230020489316,3.87172611504212,0.000124565279365576,0.0516197404014816,0.936666859678386
"291_at",-0.149509528683739,5.04926322238051,-3.8705192166834,0.000125162971390455,0.0516197404014816,0.93243973086757
"138307_at",0.153192791834499,4.97753632458534,3.86874313796461,0.00012604747357791,0.0516197404014816,0.926221290746661
"139818_at",-0.0819380976974735,9.25642941958437,-3.86512323004808,0.000127868554368002,0.0516197404014816,0.913555414688409
"107984421_at",0.148540787295465,7.03234833363751,3.86438417451439,0.000128243399711265,0.0516197404014816,0.910970851254047
"105372288_at",0.232740567810619,4.67358855474213,3.86159581064589,0.000129667021613417,0.0516197404014816,0.901223754320303
"4363_at",0.0813637386216569,7.61413798322449,3.84797040331368,0.000136841132895963,0.0537493724530958,0.853688423876809
"79854_at",0.451564617175551,4.66819877791391,3.84002408149769,0.000141196614272607,0.0545643933378182,0.826038026772087
"5436_at",0.0713715151973229,6.85793596442731,3.83747642176112,0.000142620533182118,0.0545643933378182,0.817184327944122
"647307_at",-0.101288099561556,5.74737030424543,-3.81886301535839,0.000153443098142256,0.0579523106175988,0.752664451006231
"9846_at",0.104919218455776,8.64256012504275,3.8144030037458,0.000156149167577786,0.0582278269325823,0.737248038209978
"23272_at",-0.122902799766062,7.00870075712754,-3.80608558469309,0.000161316501155475,0.0586688684918999,0.708542990926165
"100874200_at",0.127104586409002,3.05325391549315,3.80321252803361,0.000163138649339542,0.0586688684918999,0.698641072592587
"2030_at",0.134989662363591,6.2114471180679,3.80294934200006,0.00016330653506011,0.0586688684918999,0.697734356794518
"274_at",-0.0895767192211504,7.58556642459821,-3.79567710887364,0.000168010515999018,0.0596315878411454,0.672703540363776
"84777_at",0.180363279012259,6.94225647078755,3.76734706654243,0.000187583250341303,0.0657858925214815,0.5756183463602
"10957_at",0.0560057640706644,10.6506466754988,3.76250040462169,0.000191140023570109,0.0662446347570804,0.559077117932063
"412_at",0.094495982253664,5.94503698771813,3.75939111291522,0.000193455195314439,0.0662674023112564,0.548475843029291
"80155_at",-0.125871307380052,6.6062639767255,-3.74713737405624,0.000202839271251202,0.0686832424343581,0.506775801120287
"6560_at",0.061434958429037,6.90709009286271,3.73776071894642,0.0002103080843026,0.0702957136815551,0.474952461872858
"10049_at",0.0889667642883681,7.50783742030228,3.73231826850821,0.000214761263414153,0.0702957136815551,0.456515538418283
"114770_at",-0.128358597265796,4.68729311766143,-3.73032507914424,0.000216414265709754,0.0702957136815551,0.449769659945436
"1513_at",0.0951459805306035,5.87273063046129,3.72944708956017,0.000217146201331393,0.0702957136815551,0.446799203524463
"28977_at",-0.156020228281195,6.30945321139291,-3.72461211703322,0.000221218837626255,0.0708357145394765,0.430452997839437
"100129991_at",-0.0750997084023963,7.02262982121196,-3.71602415741825,0.000228630690161089,0.0714860168790279,0.401467453379833
"59340_at",0.223851580637899,5.08151924338476,3.71561134062429,0.000228992798337277,0.0714860168790279,0.400075715279346
"30837_at",0.0624989966857908,6.33109290930652,3.71386613846341,0.000230529603975276,0.0714860168790279,0.394193674910892
"283314_at",0.130055747272988,5.83999046477774,3.69803236130761,0.000244923360337524,0.0751583049185742,0.340945482433755
"91289_at",0.0549088000556856,7.00694961393227,3.69529197861698,0.000247498827408987,0.0751656490375395,0.331751313235324
"10875_at",-0.153039707516497,10.433734247256,-3.68833307841991,0.000254153960483042,0.0763991992027544,0.308432387487213
"7439_at",0.0981262167849608,7.99714247958818,3.68161003904724,0.000260743164502869,0.0771841948758938,0.285942881990012
"4126_at",0.0939717199965446,7.21474336774321,3.68034035231393,0.000262005481774309,0.0771841948758938,0.281699913329073
"408187_at",0.0598247584442219,2.30144784779297,3.67284810673188,0.000269572075935331,0.078626968168108,0.256690635777701
"29916_at",0.0865124729034343,7.3167993519661,3.66913105302161,0.00027340184480717,0.0789622053546513,0.244300737679378
"79577_at",-0.061502017943213,8.28189951908181,-3.6533141348567,0.000290277763225346,0.0824386987902166,0.191710243787321
"646262_at",-0.148294244769631,5.23985881323863,-3.65183661673035,0.000291903243983596,0.0824386987902166,0.186808435905557
"112616_at",0.0754458021145924,7.78069429065707,3.64848391901672,0.000295623478593217,0.0824386987902166,0.175692430964097
"202181_at",0.115922758841606,7.43142188607275,3.64758126013249,0.000296632678358497,0.0824386987902166,0.172701263509854
"401258_at",0.107995542248792,5.50006129445648,3.64344381873693,0.000301300035478574,0.0829532499547973,0.158999776940205
"2665_at",-0.0912552969538602,9.63456329296513,-3.64090070907447,0.000304203015035055,0.0829770057399787,0.150585286448128
"63874_at",0.0867405697523612,7.60065832801949,3.63323672464227,0.000313111261420483,0.084614111645202,0.125260456614
"102724850_at",0.220620778708218,4.27351853849536,3.62852149325075,0.000318713180362768,0.084614111645202,0.10970433052289
"105370683_at",0.108985288385913,4.547803597677,3.62843097987033,0.000318821629811515,0.084614111645202,0.109405901087977
"10326_at",0.0991195148080003,8.68966403977461,3.62530528494195,0.000322588046242422,0.0847339136125417,0.0991045323923609
"10236_at",-0.0949242531851883,7.59111044891682,-3.62330052630582,0.000325025704817448,0.0847339136125417,0.0925018215613367
"6228_at",-0.209777109053053,7.88758190114879,-3.61882308423888,0.000330532591086531,0.0854136807089307,0.0777676492879165
"5298_at",0.0625764019607222,7.25416424956357,3.61336138827706,0.000337368649907015,0.0864221135444415,0.0598176755302084
"9774_at",-0.131836992227913,7.43484153546161,-3.60132579047074,0.000352904154009503,0.0896224437324652,0.0203522388702577
"54822_at",-0.12089073555691,7.42334204107863,-3.59801259619651,0.000357297218454984,0.0899625534911572,0.0095097713548693
"9220_at",0.132119280572544,6.25050375018044,3.5906189431637,0.000367286398165508,0.0907025463351535,-0.0146522642947771
"56270_at",0.0590238006775279,7.65754083675014,3.58980846104846,0.000368397192244608,0.0907025463351535,-0.0172980354770997
"5210_at",0.0969998924014286,7.41876242655792,3.58467874089795,0.00037550107828358,0.0907025463351535,-0.0340306961948675
"7167_at",0.0698100048334911,6.12429866162149,3.58371698321826,0.00037684718927809,0.0907025463351535,-0.0371653571288819
"102724528_at",-0.774074707528481,6.91746790102392,-3.58046040008388,0.000381438907131269,0.0907025463351535,-0.0477736861024862
"5562_at",-0.0799139148428708,8.30351974392595,-3.5760220399838,0.00038778143783476,0.0907025463351535,-0.0622170700822027
"100506963_at",0.12106470603565,6.09695347295992,3.57529505869655,0.000388829691292187,0.0907025463351535,-0.0645812204111333
"27250_at",-0.0888799652902314,8.3837318964927,-3.57394098927423,0.000390789246772992,0.0907025463351535,-0.0689834637063367
"10533_at",0.0960543869946169,7.14340240828855,3.57248082719847,0.000392912709592176,0.0907025463351535,-0.0737288714002871
"6738_at",-0.105466797044578,7.40292988263546,-3.57244112699597,0.000392970595001791,0.0907025463351535,-0.0738578683802258
"93978_at",0.182413209007251,5.16378599674973,3.57089051421073,0.000395237751785064,0.0907025463351535,-0.0788951861491771
"6821_at",0.078373811565596,6.05365487193045,3.56956636860279,0.000397183491538572,0.0907025463351535,-0.0831951764870871
"54920_at",0.0847196588052146,6.90998457078411,3.56344774491392,0.000406291568934937,0.0920687948404178,-0.103045147339914
"8349_at",0.0993513562745051,8.59211245209628,3.55838448579319,0.000413976303313561,0.0926509481947982,-0.11944711446934
"65258_at",0.09577386393562,7.31760348231661,3.55761846413325,0.000415150723436415,0.0926509481947982,-0.121926662741998
"352954_at",0.0845874424881852,6.47578327942461,3.55194088005377,0.000423953094674048,0.0932436284972902,-0.140288884437133
"63940_at",0.0692645379532495,7.0950028917972,3.55182356477999,0.000424136807720455,0.0932436284972902,-0.140668010179674
"64131_at",0.0872470771746692,7.85298828268371,3.54640077968201,0.000432710637099171,0.0940069610532243,-0.158179879650077
"11284_at",0.0664455526313351,7.2679838847374,3.5442647644508,0.000436132197777953,0.0940069610532243,-0.165070833466423
"50808_at",-0.0774346995187957,7.20678281803846,-3.54172196973324,0.000440238395742173,0.0940069610532243,-0.173268999182134
"55526_at",0.0712708562620567,7.1302570901834,3.54163873178618,0.000440373421546724,0.0940069610532243,-0.17353727118402
"9731_at",0.0766863342915245,7.02661434303166,3.53596556021308,0.000449668210380329,0.0944338161541667,-0.191807660109553
"64759_at",0.0879949598650328,5.79214401208973,3.53539822931466,0.000450607748484477,0.0944338161541667,-0.193633227797131
"5834_at",0.0680690210292904,6.8647261303097,3.53456568957511,0.000451989818993771,0.0944338161541667,-0.196311690396293
"221806_at",-0.208560464391332,3.98134357186208,-3.52816956578772,0.000462740956630753,0.0954841928304049,-0.216869625018399
"83464_at",0.0774012833321849,6.9045435913777,3.5268302637441,0.000465022274672077,0.0954841928304049,-0.22116987144342
"100049587_at",-0.568984190464077,8.81882465198903,-3.52551842043075,0.000467267024668442,0.0954841928304049,-0.225380463545153
"64167_at",-0.215475810666708,7.72703659202367,-3.52300973461651,0.00047158801668889,0.0954841928304049,-0.233428427159251
"84771_at",0.265132411479514,5.48751129481806,3.52206579317285,0.000473223536210975,0.0954841928304049,-0.23645523271683
"2803_at",-0.1039970750034,6.93015968468253,-3.51630507731252,0.000483320471837334,0.096858080135075,-0.254910770719277
"145567_at",0.131632795140818,5.87174268748376,3.51398145315372,0.000487449917918385,0.097025588729444,-0.262346889118201
"84572_at",0.0599071889077851,7.46819356794591,3.49788250783926,0.000516979865203457,0.101775655946063,-0.313739989409255
"7782_at",-0.0718748071116882,5.02050883257592,-3.4972235131815,0.000518223578258237,0.101775655946063,-0.315838980502109
"58497_at",0.089605963973496,7.85130523352697,3.49336130438528,0.00052556911966683,0.101916791211265,-0.328133170880083
"6158_at",0.061643096382305,6.24322952397889,3.49320865022855,0.000525861443501556,0.101916791211265,-0.328618836961373
"55914_at",-0.0910544235489737,9.44839956292037,-3.4779845767461,0.000555790474125989,0.106819990552101,-0.376953458498988
"283130_at",0.0617273391803729,6.31241293441987,3.47668750164529,0.000558412659799163,0.106819990552101,-0.381062319140577
"107986096_at",0.0686865238997146,2.85884993200408,3.45700720772966,0.000599644257155697,0.113967226913224,-0.443228024296401
"146712_at",0.0923317311916833,6.63503641104569,3.45392160613378,0.000606361001671983,0.114505056078557,-0.452944574929817
"1845_at",0.0912683710478486,7.18123623116289,3.4500302341137,0.000614931932673375,0.114685044496354,-0.46518682317571
"4750_at",-0.0721112844486549,5.60349157188545,-3.44995434184297,0.000615100208100202,0.114685044496354,-0.465425450656228
"54676_at",0.0952720479551791,7.94551319131778,3.44774242525578,0.000620023605445988,0.114875945866876,-0.472378187043324
"646566_at",-0.0892614629640395,6.90307514145157,-3.44478176718639,0.00062667118608878,0.115089515018365,-0.481677863687519
"102723766_at",0.153736941097571,5.97680353001357,3.44375598956167,0.00062898984751542,0.115089515018365,-0.484898159125089
"10809_at",0.119566044182624,6.84967774941703,3.43903753217308,0.000639758931550321,0.11563426913219,-0.499699484541154
"105370291_at",0.0681546196039048,2.31358084238854,3.4387665349869,0.00064038263286983,0.11563426913219,-0.50054899377794
"472_at",-0.122844137987061,9.06813890964487,-3.43698971179112,0.000644486079695131,0.11563426913219,-0.506117330220737
"105370560_at",0.0892388993868554,3.95885628981157,3.43561912871285,0.000647668094871223,0.11563426913219,-0.510410706205768
"7433_at",0.0777546040754048,6.84444148574068,3.43304734749269,0.00065367847504767,0.11597932400603,-0.518462494328074
"100132891_at",0.107091138506444,5.43869940665526,3.43143432839342,0.000657474697342305,0.11597932400603,-0.523509664629324
"653489_at",-0.131432397515251,4.63402362734286,-3.42725729264809,0.000667401128808655,0.117029582461751,-0.536569287618511
"81870_at",0.0675664146914144,2.56581547620385,3.4241772360616,0.000674810036735544,0.117628573208239,-0.546189552310415
"50616_at",-0.0624937988765695,2.88230505100731,-3.41989933381129,0.000685227641892921,0.118597421773853,-0.559537623030093
"9732_at",0.195563707039222,6.93065817657747,3.4178333262642,0.000690312349124404,0.118597421773853,-0.565978413584558
"3779_at",0.100587977579244,6.37001013272263,3.41697074959599,0.000692445654811864,0.118597421773853,-0.568666413519498
"4124_at",-0.0966023459412025,7.39623845899335,-3.4128293094323,0.000702774068063498,0.119670643185448,-0.581563228771387
"10606_at",-0.0854196278690796,6.07730156711226,-3.40563341010272,0.000721062421427448,0.122079183177191,-0.603936759426474
"55683_at",0.0572053690173675,7.27761818195932,3.40376889749325,0.000725872925752695,0.122191374398564,-0.609726633710402
"56965_at",0.0717489966370421,7.26449787681067,3.40039397757499,0.000734656495479316,0.122967305115484,-0.620199157960506
"79710_at",-0.0970136790774887,4.68695031026064,-3.39864200447158,0.000739255146572861,0.123037951202768,-0.625631735798246
"57704_at",0.0624480790060616,6.82952865226968,3.39195339042153,0.000757059550708807,0.125293355642308,-0.646347680229423
"57223_at",-0.0797769050473197,7.9070092105553,-3.38654918759195,0.000771735946274521,0.127008766711179,-0.663057372966543
"5029_at",0.102815480540214,6.14883485869184,3.38146544016301,0.000785783606672597,0.128602218160934,-0.678753226896624
"100129808_at",-0.165090308698295,4.93836102154526,-3.37837352637071,0.00079444342715703,0.129068384572549,-0.68828847385473
"23047_at",-0.0921205160939982,7.97265070940095,-3.37732702190718,0.000797394548090702,0.129068384572549,-0.691513952129523
"23350_at",-0.121268802635295,7.46958973269428,-3.37382691376986,0.000807339115292986,0.129963950805552,-0.702294924986299
"100861547_at",-0.152633339432854,4.93701692068237,-3.36955224191794,0.000819641013216222,0.129986563847659,-0.715447351909207
"84617_at",-0.117233514885727,6.00610175383455,-3.36812159909726,0.000823797023801432,0.129986563847659,-0.719845669463535
"3081_at",0.142270787742088,4.29976723041382,3.36634562033445,0.000828983525434855,0.129986563847659,-0.725303217058594
"23461_at",-0.125100769796728,5.80576097385349,-3.36630385111488,0.000829105871742329,0.129986563847659,-0.725431540264212
"23294_at",0.0796117850901332,6.842590169524,3.36615504663436,0.000829541871868019,0.129986563847659,-0.725888684466145
"100616289_at",0.0497408075940166,2.60505126880727,3.36298532271582,0.000838880071601108,0.130754328197339,-0.735621893310274
"100101490_at",-0.0891613710317244,6.91588890079416,-3.35925661124774,0.000849990297702205,0.131221467529226,-0.747060466861241
"5871_at",0.0654837731279076,7.17941741193072,3.35737867589299,0.0008556375794505,0.131221467529226,-0.752816864623612
"8621_at",-0.0581546776199537,8.72880161316745,-3.35645016182667,0.000858442665216452,0.131221467529226,-0.75566189473351
"100616246_at",-0.201289325035043,4.51873701891361,-3.35512558395031,0.000862459091871934,0.131221467529226,-0.759719202108714
"79364_at",0.0712902227431277,7.55857821398186,3.35378345671569,0.00086654656076479,0.131221467529226,-0.763828718744601
"5439_at",0.118143405390865,6.10646875940824,3.35116662821282,0.000874568030978762,0.131221467529226,-0.771836821907137
"10260_at",-0.11119738764226,8.4560010785396,-3.34593165528099,0.000890822738873926,0.131221467529226,-0.787839294963715
"7267_at",-0.115877010157248,7.34796651666139,-3.34460863403158,0.000894975001075984,0.131221467529226,-0.791879809370049
"105379013_at",0.11762980082486,4.16571198232093,3.34386472010718,0.000897317651851694,0.131221467529226,-0.79415106216088
"127933_at",-0.0727802819054853,7.95588080830959,-3.3436170395144,0.000898098884606863,0.131221467529226,-0.794907152686493
"221545_at",0.0449191705524446,6.57208943002366,3.34359757287349,0.00089816031298336,0.131221467529226,-0.794966575937487
"5106_at",0.0729356653818459,6.25372288074115,3.34358365511712,0.000898204233853781,0.131221467529226,-0.795009060638654
"729862_at",0.198316086430285,3.88237140241644,3.34303592238638,0.000899934324949173,0.131221467529226,-0.796680911339381
"147923_at",-0.0961998110602523,5.56760093929386,-3.34144506550653,0.000904976859863022,0.131221467529226,-0.801535230900497
"105369609_at",-0.091477553599893,5.28670605997458,-3.34027801918064,0.000908692738245089,0.131221467529226,-0.805094949273026
"5295_at",-0.0965381220428499,8.59954068347338,-3.33501178414774,0.000925637580172842,0.133010050990278,-0.821143344090005
"3931_at",0.0797434359586858,6.36645605588498,3.33322108718803,0.000931466009053251,0.133010050990278,-0.82659487396119
"143884_at",-0.10368400571334,5.78343246489555,-3.33187768170027,0.000935860956301344,0.133010050990278,-0.830682865922901
"7165_at",0.0725873961440452,8.73162997202867,3.33087954743256,0.000939138823652463,0.133010050990278,-0.833719184482765
"51095_at",-0.0720993608683151,6.58725263943247,-3.327898567498,0.000948991987662612,0.133762463945229,-0.842782177653759
"6695_at",0.115543673102199,4.38285114462557,3.32628852923655,0.000954353597430158,0.133877631555691,-0.847673936465931
"83700_at",0.190264648008432,6.65023389851812,3.31884526584145,0.000979508422363222,0.136755159309944,-0.870259556065712
"10396_at",-0.111784860094699,8.02596282376801,-3.31531614626855,0.000991649294680171,0.13779715364143,-0.880951456762752
"25836_at",-0.0825015124764442,8.46894034938681,-3.312327134376,0.00100204128247289,0.138587484227084,-0.889998602592152
"26774_at",-0.173775706375548,7.0327813713895,-3.3088232544117,0.00101435209815624,0.13963457224105,-0.900594303689273
"151516_at",0.134427536555413,5.98785480253397,3.30616043275784,0.00102380165648617,0.139948640023671,-0.908639542784476
"8239_at",-0.0831361217932257,8.2156985133961,-3.30289523535434,0.00103550044489184,0.139948640023671,-0.918496370969206
"100130134_at",-0.0749458145622043,3.49122926340189,-3.30081641320331,0.00104301314555349,0.139948640023671,-0.924767012888444
"104472717_at",-0.0889674567889082,3.64757118430064,-3.30078827911383,0.00104311516616868,0.139948640023671,-0.924851852003089
"605_at",-0.110579379420915,6.15257579053191,-3.30000202621727,0.001045970048666,0.139948640023671,-0.927222541733565
"120_at",-0.0781746096807739,8.43665280858819,-3.29720869057788,0.00105617141765654,0.139948640023671,-0.935640605228764
"23380_at",0.141120256350025,6.65646061331536,3.29611980417014,0.00106017303431728,0.139948640023671,-0.938920268318027
"64744_at",0.0858661605353565,10.5194992343065,3.29176121213172,0.00107633203334146,0.139948640023671,-0.952037809738945
"11149_at",0.087576002097555,2.91787794562134,3.2909147419884,0.00107949661702643,0.139948640023671,-0.954583422280977
"105369785_at",-0.0743506636760287,2.67158511349765,-3.2903506233095,0.00108161040434258,0.139948640023671,-0.956279566820267
"2815_at",0.127773469901065,5.39185959358064,3.28931867375174,0.0010854871270472,0.139948640023671,-0.959381632113184
"10097_at",-0.0677705347041812,10.3742595623731,-3.28917117798237,0.00108604227620613,0.139948640023671,-0.959824932570812
"80336_at",0.0843576646394643,6.63466175090939,3.28667948361023,0.00109546050716674,0.139948640023671,-0.967310902578162
"89781_at",0.0483432129834545,6.09081421615548,3.28665687318362,0.00109554631714067,0.139948640023671,-0.967378808010783
"2120_at",0.0694994139319479,9.37028430361038,3.28638528822464,0.00109657751049968,0.139948640023671,-0.968194418944128
"55013_at",-0.109655465664979,8.72632173156522,-3.2853230186159,0.00110061954798836,0.139948640023671,-0.971383962000482
"10565_at",-0.0717655649261147,8.18896102235955,-3.28390825499829,0.00110602432849462,0.139948640023671,-0.975630375421298
"4289_at",-0.0698974139357981,8.47166469711807,-3.28386317917701,0.0011061969344828,0.139948640023671,-0.975765641989159
"51177_at",0.0665958755076285,8.13121117447866,3.28368082884365,0.00110689545217134,0.139948640023671,-0.976312833204493
"90379_at",0.051906293702808,7.32235614552951,3.28119646419163,0.00111645300901304,0.140553799968013,-0.983764965557133
"4318_at",-0.162346611392961,8.44515849839381,-3.27695274450286,0.00113295623855262,0.142024501410731,-0.996482103614439
"101928942_at",0.063428953045095,2.53052855392099,3.26706381466667,0.00117229483898637,0.146037420123126,-1.02605561475289
"4747_at",-0.146630432012674,4.6435583636032,-3.26593691115234,0.00117685721642008,0.146037420123126,-1.02942031108525
"123688_at",-0.122238796060027,4.48566999905201,-3.26520235856794,0.00117983998062745,0.146037420123126,-1.03161293704815
"406963_at",-0.0978904123853998,5.25593704700709,-3.26281233876961,0.00118959359930045,0.146628610216703,-1.03874386218185
"211_at",0.0608825403598727,7.32578313026876,3.26106550652836,0.00119676960960289,0.146857279586101,-1.04395262067908
